Gene	Non-unique_Gene_name	Annotation	No_isolates	No_sequences	Avg_sequences_per_isolate	Genome_Fragment	Order_within_Fragment	Accessory_Fragment	Accessory_Order_with_Fragment	QC	028_A3	033B	033E-replaced	033_A1	042B	042E	042_A1	054_V2	055_V1	067_A5	115_A2	161_A2	408_A1	442B	442E	442_A3	445_A2	447_A2	447_A3	489_A1	530B	530E	530_A2	552_A1	606_A3	cluster_id
group_1650,group_1649		delta-aminolevulinic acid dehydratase,delta-aminolevulinic acid dehydratase	2,24	2,24	1,1	1,1	1342,1343	180,180	1,2		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1109
group_1665,group_1664,group_1666		sel1 repeat family protein,sel1 repeat family protein,sel1 repeat family protein	2,24,2	2,24,2	1,1,1	1,1,1	1077,1299,1076	151,151,151	4,3,2		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1110
dsbD_1,dsbD		Thiol:disulfide interchange protein DsbD precursor,Thiol:disulfide interchange protein DsbD precursor	2,24	2,24	1,1	1,1	1098,1227	158,158	2,3		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1111
group_1682,mapA	mapA	acid phosphatase autotransporter,acid phosphatase autotransporter	2,24	2,24	1,1	1,1	1137,1141	21,21	6,5		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1112
lolCE_1,lolCE		lipoprotein ABC transporter permease protein LolC/E,lipoprotein ABC transporter permease protein LolC/E	4,24	4,24	1,1	1,1	102,121	188,188	2,1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1113
narX_1,narX		two-component system nitrate/nitrite sensor histidine kinase NarX,two-component system nitrate/nitrite sensor histidine kinase NarX	2,24	2,24	1,1	1,1	239,238	50,50	2,4		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1114
lldP,group_1785	lldP	L-lactate permease,L-lactate permease	24,3	24,3	1,1	1,1	3017,2965	13,13	7,11		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1115
group_1788,group_1789		AFG1-like ATPase,AFG1-like ATPase	1,24	1,24	1,1	1,1	3007,3008	254,254	1,2		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1116
aceF_1,aceF		pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase),pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase)	2,24	2,24	1,1	1,1	719,720	95,95	1,2		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1117
purF_2,purF		amidophosphoribosyltransferase,amidophosphoribosyltransferase	2,24	2,24	1,1	1,1	756,758	56,56	6,5		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1118
group_1835,group_1836		exodeoxyribonuclease VII large subunit,exodeoxyribonuclease VII large subunit	24,2	24,2	1,1	1,1	767,663	242,242	2,1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1119
group_1844		protein TolA	24	24	1	1	498	60	2		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1120
group_1845,group_1846		tolB-like protein,tolB-like protein	24,1	24,1	1,1	1,1	496,497	60,60	4,3		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1121
gst_2,gst_1,gst		glutathione S-transferase-like protein,glutathione S-transferase-like protein,glutathione S-transferase-like protein	1,2,24	1,2,24	1,1,1	1,1,1	415,410,414	89,89,89	1,2,4		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1122
group_1873,gyrA	gyrA	DNA gyrase subunit A,DNA gyrase subunit A	2,24	2,24	1,1	1,1	411,413	89,89	3,5		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1123
group_1874,group_1875		hypothetical protein,hypothetical protein	2,24	2,24	1,1	1,1	405,407	236,236	1,2		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1124
glnA,group_1881	glnA	glutamine synthetase type I,glutamine synthetase type I	24,2	24,2	1,1	1,1	376,352	196,196	3,4		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1125
group_1882		cold-shock DNA-binding protein family protein	24	24	1	1	363	16	4		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1126
group_1885,group_1884,group_1883		bestrophin, RFP-TM, chloride channel family protein,bestrophin, RFP-TM, chloride channel family protein,bestrophin, RFP-TM, chloride channel family protein	3,2,24	3,2,24	1,1,1	1,1,1	62,53,63	48,48,48	4,1,6		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1127
group_1887,group_1886		putative peptidase M23B,putative peptidase M23B	24,2	24,2	1,1	1,1	278,52	253,253	2,1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1128
group_1888		hypothetical protein	24	24	1	1	286	8	12		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1129
group_1890,group_1891		aminotransferase class I and II,aminotransferase class I and II	24,2	24,2	1,1	1,1	291,48	251,251	2,1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1130
group_1905,group_1906		putative serine protease,putative serine protease	24,2	24,2	1,1	1,1	3409,3406	7,7	9,5		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1131
group_1910,group_1909		PGAP1-like family protein,PGAP1-like family protein	4,24	4,24	1,1	1,1	3422,3424	194,194	2,1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1132
argG_2,argG		argininosuccinate synthase,argininosuccinate synthase	2,24	2,24	1,1	1,1	918,925	2,2	17,24		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1133
group_1935		hypothetical protein	24	24	1	1	933	2	16		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1134
aroK_2,aroK		shikimate kinase,shikimate kinase	2,24	2,24	1,1	1,1	1018,2618	257,257	2,1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1135
group_1985,group_1986,group_1987		SpoU family rRNA methylase,SpoU family rRNA methylase,SpoU family rRNA methylase	2,24,2	2,24,2	1,1,1	1,1,1	2334,2333,2332	190,190,190	3,2,1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1136
zipA,zipA_2		cell division protein ZipA,cell division protein ZipA	24,2	24,2	1,1	1,1	2193,2195	235,235	1,2		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1137
group_2035,group_2034		putative acyl-CoA dehydrogenase FadE,putative acyl-CoA dehydrogenase FadE	2,24	2,24	1,1	1,1	2078,2076	96,96	4,3		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1138
group_206,group_205,group_204		peptidase S24-like family protein,peptidase S24-like family protein,peptidase S24-like family protein	3,6,24	3,6,24	1,1,1	1,1,1	804,653,772	1,1,1	517,519,559		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1139
rpoB,group_2043	rpoB	DNA-directed RNA polymerase subunit beta,DNA-directed RNA polymerase subunit beta	24,2	24,2	1,1	1,1	2046,2042	212,212	2,3		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1140
dapE_2,dapE		succinyl-diaminopimelate desuccinylase,succinyl-diaminopimelate desuccinylase	2,24	2,24	1,1	1,1	3173,3212	234,234	2,1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1141
group_2073		HSR1-related GTP-binding protein	24	24	1	1	3326	1	661		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1142
pnp,pnp_1		polyribonucleotide nucleotidyltransferase,polyribonucleotide nucleotidyltransferase	24,2	24,2	1,1	1,1	1607,1606	98,98	2,3		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1143
group_2154,group_2153		haloacid dehalogenase-like hydrolase family protein,haloacid dehalogenase-like hydrolase family protein	24,1	24,1	1,1	1,1	3218,3165	20,20	1,8		1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1144
znuB		zinc ABC transporter permease protein ZnuB	24	24	1	1	1474	36	2		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1145
group_2195		Fur family transcriptional regulator	24	24	1	1	1476	36	4		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1146
group_2256		hypothetical protein	24	24	1	1	164	12	10		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1147
group_2289		phosphoglycerate mutase family protein	24	24	1	1	3022	13	5		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1148
group_2307		hypothetical protein	24	24	1	1	578	1	596		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1149
group_2328		DsrE/DsrF-like protein	24	24	1	1	308	1	679		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1150
group_232,group_233,group_234		hypothetical protein,hypothetical protein,hypothetical protein	3,24,5	3,24,5	1,1,1	1,1,1	165,166,90	12,12,12	9,7,3		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1151
group_2352		membrane protein-like protein	24	24	1	1	3479	33	4		1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1152
group_2359		LysR family transcriptional regulator	24	24	1	1	923	2	22		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1153
group_2360		pirin-like protein	24	24	1	1	929	2	28		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1154
uppP		undecaprenyl-diphosphatase UppP	24	24	1	1	935	2	14		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1155
group_2362		hypothetical protein	24	24	1	1	939	2	10		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1156
group_2378		cytochrome c family protein	24	24	1	1	2624	31	3		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1157
group_2379		putative carbonic anhydrase	24	24	1	1	2621	31	1		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1158
group_2393		disulfide bond formation DsbB family protein	24	24	1	1	2313	292	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	cluster_1159
group_2443		hypothetical protein	24	24	1	1	2940	174	2		0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1160
tbpA		transferrin binding protein A TbpA	24	24	1	1	163	12	8		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1161
group_2520		putative lipoprotein	24	24	1	1	1332	35	5		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1162
group_2556		hypothetical protein	24	24	1	1	1701	329	1		1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	cluster_1163
ccoG,ccoG_2,ccoG_1		cbb3-type cytochrome c oxidase accessory protein CcoG,cbb3-type cytochrome c oxidase accessory protein CcoG,cbb3-type cytochrome c oxidase accessory protein CcoG	24,2,4	24,2,4	1,1,1	1,1,1	921,920,919	2,2,2	20,19,18		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1164
group_2560		hypothetical protein	24	24	1	1	1767	57	3	Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1165
groEL		chaperonin protein Cpn60	24	24	1	1	1878	59	2		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1166
group_2566		hypothetical protein	24	24	1	1	1426	278	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	cluster_1167
znuC		zinc ABC transporter ATPase subunit ZnuC	24	24	1	1	1475	36	3		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1168
hpt		hypoxanthine phosphoribosyltransferase	24	24	1	1	1333	35	3		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1169
ilvD		dihydroxy-acid dehydratase	24	24	1	1	1331	35	4		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1170
csrA		carbon storage regulator	24	24	1	1	1182	402	1		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1171
purH		bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	24	24	1	1	1145	38	8		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1172
group_2638		putative hydrolase EstB	24	24	1	1	709	103	2		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1173
group_2639		rubredoxin reductase	24	24	1	1	710	103	1		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1174
pdxA		4-hydroxythreonine-4-phosphate dehydrogenase	24	24	1	1	439	100	1		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1175
group_2648		TetR family transcription regulator	24	24	1	1	402	5	12		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1176
group_2649		permease family protein	24	24	1	1	401	5	13		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1177
group_2650		ahpC/TSA family protein	24	24	1	1	400	5	10		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1178
msbA		lipid A export permease/ATP-binding protein MsbA	24	24	1	1	364	16	3		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1179
aroQ		3-dehydroquinate dehydratase type II	24	24	1	1	362	16	6		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1180
group_2654		soluble pyridine nucleotide transhydrogenase	24	24	1	1	59	48	2		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1181
carA		carbamoyl-phosphate synthase small chain	24	24	1	1	289	8	2		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1182
group_2656		hypothetical protein	24	24	1	1	301	1	671		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1183
group_2657		hypothetical protein	24	24	1	1	309	1	680		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1184
group_2658		putative DsrC-like protein	24	24	1	1	310	1	681		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1185
group_2659		putative acyl-CoA thioester hydrolase	24	24	1	1	3324	1	682		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1186
group_2660		UBA/THIF-type NAD/FAD binding protein	24	24	1	1	3331	1	659		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1187
group_2666		hypothetical protein	24	24	1	1	922	2	21		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1188
group_2667		hypothetical protein	24	24	1	1	924	2	23		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1189
pyrC_2		dihydroorotase homodimeric type	24	24	1	1	926	2	25		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1190
rnt		ribonuclease T	24	24	1	1	927	2	26		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1191
group_2670		hypothetical protein	24	24	1	1	928	2	27		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1192
group_2671		putative Zn depedente glycoprotease M22 family protein	24	24	1	1	936	2	13		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1193
gloA		lactoylglutathione lyase	24	24	1	1	2622	31	2		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1194
group_2677		hypothetical protein	24	24	1	1	2366	448	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	cluster_1195
thrS_2,thrS_1,thrS		threonyl-tRNA synthetase,threonyl-tRNA synthetase,threonyl-tRNA synthetase	4,6,24	4,6,24	1,1,1	1,1,1	1927,1929,1928	121,121,121	4,2,3		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1196
dnaE_3,dnaE_1,dnaE,group_295	dnaE_1	DNA polymerase III alpha subunit,DNA polymerase III alpha subunit,DNA polymerase III alpha subunit,DNA polymerase III alpha subunit	2,4,24,1	2,4,24,1	1,1,1,1	1,1,1,1	3368,3370,3369,3367	138,138,138,138	3,4,2,1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1197
group_2977		phosphate transporter family protein	24	24	1	1	930	2	29		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1198
lgt3,group_337,lgt3_1	lgt3_1	glucosyltransferase Lgt3,glucosyltransferase Lgt3,glucosyltransferase Lgt3	24,2,10	24,2,10	1,1,1	1,1,1	371,353,370	22,22,22	6,5,2		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1199
group_435,group_436,group_437,hppD_3,hppD_2,hppD_1	hppD_3,hppD_1,hppD_2	4-hydroxyphenylpyruvate dioxygenase,4-hydroxyphenylpyruvate dioxygenase,4-hydroxyphenylpyruvate dioxygenase,4-hydroxyphenylpyruvate dioxygenase,4-hydroxyphenylpyruvate dioxygenase,4-hydroxyphenylpyruvate dioxygenase	1,1,13,1,16,24	1,1,13,1,17,24	1,1,1,1,1.07,1	1,1,1,1,1,1	333,330,331,332,467,468	26,26,26,26,26,26	10,3,1,7,9,2		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1200
group_454,group_451,group_452,group_453,dprA	dprA,dprA,dprA,dprA	DNA protecting protein DprA,DNA protecting protein DprA,DNA protecting protein DprA,DNA protecting protein DprA,YrdC-like protein	1,1,7,13,24	1,1,7,13,24	1,1,1,1,1	1,1,1,1,1	2379,2381,2378,2380,2382	106,106,106,106,106	5,1,2,3,4		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1201
avtA		valine-pyruvate aminotransferase	24	24	1	1	2345	80	2		1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1202
group_460,group_458,group_459		tetratricopeptide TPR_2,tetratricopeptide TPR_2,tetratricopeptide TPR_2	2,24,2	2,24,2	1,1,1	1,1,1	2132,2139,2134	25,25,25	4,7,10		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1203
group_505		tetratricopeptide repeat family protein	24	24	1	1	1518	64	5		1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1204
guaB_2,guaB_1,guaB		inosine-5'-monophosphate dehydrogenase,inosine-5'-monophosphate dehydrogenase,inosine-5'-monophosphate dehydrogenase	5,2,24	5,2,24	1,1,1	1,1,1	1074,1302,1304	124,124,124	5,4,1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1205
group_575,group_574,group_573,group_572		hypothetical protein,hypothetical protein,hypothetical protein,hypothetical protein	1,1,2,24	1,1,2,24	1,1,1,1	1,1,1,1	2392,1951,1950,2391	71,71,71,71	5,3,1,7		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1206
group_602,group_600,hemL_1,hemL_3,hemL	hemL_1,hemL_1	glutamate-1-semialdehyde-2,1-aminomutase,glutamate-1-semialdehyde-2,1-aminomutase,glutamate-1-semialdehyde-2,1-aminomutase,glutamate-1-semialdehyde-2,1-aminomutase,glutamate-1-semialdehyde-2,1-aminomutase	1,1,3,1,24	1,1,3,1,24	1,1,1,1,1	1,1,1,1,1	2028,2027,2029,2025,2102	62,62,62,62,62	1,5,4,2,6		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1207
group_646,group_645,group_644,group_643		Cof-like hydrolase,Cof-like hydrolase,HAD hydrolase, IIB family protein,HAD hydrolase, IIB family protein	4,2,24,1	4,2,24,1	1,1,1,1	1,1,1,1	3159,3167,3217,3166	20,20,20,20	16,4,15,9		1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1208
prfC_3,prfC_1,prfC_2,prfC		peptide chain release factor 3,peptide chain release factor 3,peptide chain release factor 3,peptide chain release factor 3	1,5,1,24	1,5,1,24	1,1,1,1	1,1,1,1	1581,1688,1579,1687	44,44,44,44	1,8,6,5		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1209
group_667,group_666		PHP-like protein,PHP-like protein	3,24	3,24	1,1	1,1	3158,3223	201,201	1,2		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1210
metR,group_669,metR_1	metR_1	HTH-type transcriptional regulator MetR,HTH-type transcriptional regulator MetR,HTH-type transcriptional regulator MetR	24,1,7	24,1,7	1,1,1	1,1,1	3255,1418,3253	130,130,130	1,3,2		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1211
group_678,group_679,group_677		short-chain dehydrogenase/reductase SDR,short-chain dehydrogenase/reductase SDR,short-chain dehydrogenase/reductase SDR	4,5,24	4,5,24	1,1,1	1,1,1	1067,1066,1336	42,42,42	4,7,6		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1212
group_683,group_684		carbon-nitrogen hydrolase family protein,carbon-nitrogen hydrolase family protein	24,3	24,3	1,1	1,1	1257,1258	224,224	1,2		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1213
group_691,group_692		CRISPR-associated protein (Cas_NE0113) family protein,CRISPR-associated protein (Cas_NE0113) family protein	24,3	24,3	1,1	1,1	109,103	205,205	1,2		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1214
pilMN_1,pilMN_2,pilMN		type IV pilus biogenesis protein PilMN,type IV pilus biogenesis protein PilMN,type IV pilus biogenesis protein PilMN	1,2,24	1,2,24	1,1,1	1,1,1	2611,2612,2614	223,223,223	3,2,1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1215
group_779,ribD	ribD	riboflavin biosynthesis protein RibD,riboflavin biosynthesis protein RibD	2,24	2,24	1,1	1,1	1954,2371	66,66	6,5		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1216
thiC,thiC_2,thiC_1,group_785	thiC	thiamine biosynthesis protein ThiC,thiamine biosynthesis protein ThiC,thiamine biosynthesis protein ThiC,thiamine biosynthesis protein ThiC	24,2,6,2	24,2,6,2	1,1,1,1	1,1,1,1	2342,2341,1958,2340	43,43,43,43	6,8,5,2		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1217
group_791,group_793,group_792,group_794		putative acyl-CoA dehydrogenase FadE,putative acyl-CoA dehydrogenase FadE,putative acyl-CoA dehydrogenase FadE,putative acyl-CoA dehydrogenase FadE	3,24,1,4	3,24,1,4	1,1,1,1	1,1,1,1	2303,2302,1966,2301	73,73,73,73	3,5,1,4		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1218
group_883,group_882		putative pyridine nucleotide-disulfide oxidoreductase YkgC,putative pyridine nucleotide-disulfide oxidoreductase YkgC	4,24	4,24	1,1	1,1	1710,1712	198,198	1,2		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1219
group_912,group_911,group_910		M61 glycyl aminopeptidase,M61 glycyl aminopeptidase,M61 glycyl aminopeptidase	1,2,24	1,2,24	1,1,1	1,1,1	1033,1030,1902	199,199,199	1,4,3		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1220
icd_2,icd		isocitrate dehydrogenase NADP-dependent,isocitrate dehydrogenase NADP-dependent	1,24	1,24	1,1	1,1	3257,3263	1,1	813,816		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1221
